,Architecture,Cost,Energy,Error,Iteration,Method,SD,Total_Cost,Unnamed: 0,Volume
373,BERT-SQuAD,4.45,0.264315184273,0.330184507616,173,FlexiBO+RF-No Cost,0.00557503932316,774.3,173.0,0.344170301887
374,BERT-SQuAD,4.45,0.304822546477,0.372336303063,174,FlexiBO+RF-No Cost,0.030166264991,778.75,174.0,0.344170301887
375,BERT-SQuAD,4.45,0.37984291077,0.401218317163,175,FlexiBO+RF-No Cost,0.0368729868617,783.2,175.0,0.344170301887
376,BERT-SQuAD,4.45,0.263516512237,0.396498086836,176,FlexiBO+RF-No Cost,0.0338985417271,787.65,176.0,0.344170301887
377,BERT-SQuAD,4.45,0.352728432514,0.360258691001,177,FlexiBO+RF-No Cost,0.0274907769951,792.1,177.0,0.344170301887
378,BERT-SQuAD,4.45,0.297829310946,0.29484011233,178,FlexiBO+RF-No Cost,0.0422461894281,796.55,178.0,0.344170301887
379,BERT-SQuAD,4.45,0.245298885102,0.357408667242,179,FlexiBO+RF-No Cost,0.0351999181903,801.0,179.0,0.344170301887
380,BERT-SQuAD,4.45,0.387523799921,0.446125023606,180,FlexiBO+RF-No Cost,0.0231472744768,805.45,180.0,0.344170301887
381,BERT-SQuAD,4.45,0.340330805556,0.292372032186,181,FlexiBO+RF-No Cost,0.0190184903849,809.9,181.0,0.344170301887
382,BERT-SQuAD,4.45,0.235798180657,0.312680551293,182,FlexiBO+RF-No Cost,0.0311035356175,814.35,182.0,0.344170301887
383,BERT-SQuAD,4.45,0.306488153929,0.28468926676,183,FlexiBO+RF-No Cost,0.0282497195089,818.8,183.0,0.344170301887
384,BERT-SQuAD,4.45,0.262074311843,0.299380477488,184,FlexiBO+RF-No Cost,0.00534248771428,823.25,184.0,0.344170301887
385,BERT-SQuAD,4.45,0.226564945193,0.326939355217,185,FlexiBO+RF-No Cost,0.0457279590415,827.7,185.0,0.344170301887
386,BERT-SQuAD,4.45,0.325897037969,0.275238500177,186,FlexiBO+RF-No Cost,0.00191555031393,832.15,186.0,0.344170301887
387,BERT-SQuAD,4.45,0.231761128071,0.363516144636,187,FlexiBO+RF-No Cost,0.0310817103672,836.6,187.0,0.344170301887
388,BERT-SQuAD,4.45,0.282635325803,0.311249198133,188,FlexiBO+RF-No Cost,0.0229166895813,841.05,188.0,0.344170301887
389,BERT-SQuAD,4.45,0.268237654128,0.28340732414,189,FlexiBO+RF-No Cost,0.0258924739355,845.5,189.0,0.344170301887
390,BERT-SQuAD,4.45,0.305438819239,0.393134584822,190,FlexiBO+RF-No Cost,0.0301963254712,849.95,190.0,0.344170301887
391,BERT-SQuAD,4.45,0.307736173856,0.400747129323,191,FlexiBO+RF-No Cost,0.0375308332874,854.4,191.0,0.344170301887
392,BERT-SQuAD,4.45,0.254114613852,0.282643153666,192,FlexiBO+RF-No Cost,0.0102400504963,858.85,192.0,0.344170301887
393,BERT-SQuAD,4.45,0.36007332513,0.358245744204,193,FlexiBO+RF-No Cost,0.0426609850463,863.3,193.0,0.344170301887
394,BERT-SQuAD,4.45,0.236094986641,0.322113759267,194,FlexiBO+RF-No Cost,0.0253029443037,867.75,194.0,0.344170301887
395,BERT-SQuAD,4.45,0.327206871486,0.440475490659,195,FlexiBO+RF-No Cost,0.00850879928315,872.2,195.0,0.344170301887
396,BERT-SQuAD,4.45,0.35680016133,0.327479395167,196,FlexiBO+RF-No Cost,0.0387600115484,876.65,196.0,0.344170301887
397,BERT-SQuAD,4.45,0.299408973512,0.408399518011,197,FlexiBO+RF-No Cost,0.0485728219296,881.1,197.0,0.344170301887
398,BERT-SQuAD,4.45,0.232188750125,0.272964570576,198,FlexiBO+RF-No Cost,0.00675960928755,885.55,198.0,0.344170301887
399,BERT-SQuAD,4.45,0.237791649493,0.324154848037,199,FlexiBO+RF-No Cost,0.034478538968,890.0,199.0,0.344170301887
400,BERT-SQuAD,0.0,0.339924048984,0.278422885441,0,FlexiBO+RF-Log,0.0,0.0,0.0,0.65
401,BERT-SQuAD,0.0,0.254717507848,0.402773116024,1,FlexiBO+RF-Log,0.0338383524154,0.0,1.0,0.523704299876
402,BERT-SQuAD,0.0,0.279003965595,0.297013394959,2,FlexiBO+RF-Log,0.0345268837628,0.0,2.0,0.472816662819
403,BERT-SQuAD,0.0,0.322648301264,0.258398093411,3,FlexiBO+RF-Log,0.00732235685122,0.0,3.0,0.466373771793
404,BERT-SQuAD,4.45,0.260614447155,0.257863767159,4,FlexiBO+RF-Log,0.0425983382358,4.45,4.0,0.452488779942
405,BERT-SQuAD,4.45,0.343215834027,0.267560989362,5,FlexiBO+RF-Log,0.0338406454216,8.9,5.0,0.447753380507
406,BERT-SQuAD,4.45,0.253550493295,0.293320812951,6,FlexiBO+RF-Log,0.0217924011901,13.35,6.0,0.447753380507
407,BERT-SQuAD,0.0,0.237905487664,0.275872412276,7,FlexiBO+RF-Log,0.0281691557773,13.35,7.0,0.446283242023
408,BERT-SQuAD,0.0,0.260837557188,0.298875294581,8,FlexiBO+RF-Log,0.0267459653378,13.35,8.0,0.434831007139
409,BERT-SQuAD,0.0,0.264176305435,0.364424698071,9,FlexiBO+RF-Log,0.00887208069434,13.35,9.0,0.434831007139
410,BERT-SQuAD,4.45,0.350240518827,0.249373501397,10,FlexiBO+RF-Log,0.00637449903403,17.8,10.0,0.434831007139
411,BERT-SQuAD,0.0,0.226883677154,0.311526534562,11,FlexiBO+RF-Log,0.0464318439767,17.8,11.0,0.429314376462
412,BERT-SQuAD,0.0,0.261422212266,0.313593953794,12,FlexiBO+RF-Log,0.0358493878512,17.8,12.0,0.421726152385
413,BERT-SQuAD,0.0,0.251194266636,0.292665262654,13,FlexiBO+RF-Log,0.000615868355343,17.8,13.0,0.421726152385
414,BERT-SQuAD,4.45,0.281690511391,0.33877700462,14,FlexiBO+RF-Log,0.0111987971133,22.25,14.0,0.421726152385
415,BERT-SQuAD,0.0,0.308550625795,0.257468843149,15,FlexiBO+RF-Log,0.018360887792,22.25,15.0,0.421726152385
416,BERT-SQuAD,0.0,0.254127922028,0.358333078573,16,FlexiBO+RF-Log,0.039945237693,22.25,16.0,0.421709688045
417,BERT-SQuAD,0.0,0.306582980591,0.302602304641,17,FlexiBO+RF-Log,0.0109586443793,22.25,17.0,0.421709688045
418,BERT-SQuAD,0.0,0.24899211211,0.285611506938,18,FlexiBO+RF-Log,0.00899203665008,22.25,18.0,0.421709688045
419,BERT-SQuAD,0.0,0.300432781913,0.359763305179,19,FlexiBO+RF-Log,0.0302149727441,22.25,19.0,0.421709688045
420,BERT-SQuAD,4.45,0.256577929166,0.398657460189,20,FlexiBO+RF-Log,0.0275489430905,26.7,20.0,0.421709688045
421,BERT-SQuAD,0.0,0.269736041325,0.308861814798,21,FlexiBO+RF-Log,0.0481706085653,26.7,21.0,0.421709688045
422,BERT-SQuAD,0.0,0.226640839121,0.302392598979,22,FlexiBO+RF-Log,0.00310658965251,26.7,22.0,0.421709688045
423,BERT-SQuAD,4.45,0.22986431959,0.297249890011,23,FlexiBO+RF-Log,0.00726122827332,31.15,23.0,0.421439609929
424,BERT-SQuAD,0.0,0.229811225328,0.413357627293,24,FlexiBO+RF-Log,0.00205320923003,31.15,24.0,0.421398256542
425,BERT-SQuAD,4.45,0.27046586372,0.325723259699,25,FlexiBO+RF-Log,0.0201224087223,35.6,25.0,0.421398256542
426,BERT-SQuAD,0.0,0.280652833102,0.267719593745,26,FlexiBO+RF-Log,0.00978520323724,35.6,26.0,0.421398256542
427,BERT-SQuAD,0.0,0.244279007411,0.371352904368,27,FlexiBO+RF-Log,0.0474919685209,35.6,27.0,0.421398256542
428,BERT-SQuAD,0.0,0.226979765659,0.352878262427,28,FlexiBO+RF-Log,0.0281385649508,35.6,28.0,0.421398256542
429,BERT-SQuAD,0.0,0.278704313012,0.377291443448,29,FlexiBO+RF-Log,0.0160439638778,35.6,29.0,0.421398256542
430,BERT-SQuAD,0.0,0.274629585234,0.307315113112,30,FlexiBO+RF-Log,0.0141113497184,35.6,30.0,0.421398256542
431,BERT-SQuAD,0.0,0.262950105472,0.319433037883,31,FlexiBO+RF-Log,0.0179247284373,35.6,31.0,0.421398256542
432,BERT-SQuAD,0.0,0.305745188493,0.331895124515,32,FlexiBO+RF-Log,0.0469159681035,35.6,32.0,0.421398256542
433,BERT-SQuAD,0.0,0.240450273506,0.308121982919,33,FlexiBO+RF-Log,0.0316257609893,35.6,33.0,0.421398256542
434,BERT-SQuAD,0.0,0.270909797135,0.32289580798,34,FlexiBO+RF-Log,0.0128218169622,35.6,34.0,0.421398256542
435,BERT-SQuAD,0.0,0.305198607428,0.256307476431,35,FlexiBO+RF-Log,0.015876247587,35.6,35.0,0.421398256542
436,BERT-SQuAD,0.0,0.39214471996,0.303330356152,36,FlexiBO+RF-Log,0.022207381699,35.6,36.0,0.421344622572
437,BERT-SQuAD,0.0,0.246979502397,0.279400001863,37,FlexiBO+RF-Log,0.0496795275412,35.6,37.0,0.421344622572
438,BERT-SQuAD,4.45,0.236582466962,0.250786097292,38,FlexiBO+RF-Log,0.0246702430094,40.05,38.0,0.421344622572
439,BERT-SQuAD,0.0,0.249720180124,0.293369497294,39,FlexiBO+RF-Log,0.0380491837421,40.05,39.0,0.420149220464
440,BERT-SQuAD,0.0,0.285606088969,0.386649060038,40,FlexiBO+RF-Log,0.0237165552873,40.05,40.0,0.420149220464
441,BERT-SQuAD,0.0,0.36938867097,0.36009082424,41,FlexiBO+RF-Log,0.0217680106369,40.05,41.0,0.420149220464
442,BERT-SQuAD,0.0,0.26287115725,0.355992538478,42,FlexiBO+RF-Log,0.0464278449862,40.05,42.0,0.420149220464
443,BERT-SQuAD,0.0,0.384011165403,0.340142209238,43,FlexiBO+RF-Log,0.0453040728994,40.05,43.0,0.420149220464
444,BERT-SQuAD,0.0,0.298247230464,0.195476390048,44,FlexiBO+RF-Log,0.0144904212514,40.05,44.0,0.420149220464
445,BERT-SQuAD,0.0,0.238062714879,0.344875370898,45,FlexiBO+RF-Log,0.048004351503,40.05,45.0,0.382253327799
446,BERT-SQuAD,4.45,0.25185612684,0.31256773003,46,FlexiBO+RF-Log,0.0363414679428,44.5,46.0,0.382253327799
447,BERT-SQuAD,4.45,0.261216470995,0.264972411056,47,FlexiBO+RF-Log,0.0421989507079,48.95,47.0,0.382253327799
448,BERT-SQuAD,0.0,0.321432421294,0.347505378272,48,FlexiBO+RF-Log,0.0149068019712,48.95,48.0,0.382253327799
449,BERT-SQuAD,0.0,0.22970472115,0.340819189323,49,FlexiBO+RF-Log,0.0250479035282,48.95,49.0,0.382253327799
450,BERT-SQuAD,0.0,0.2926354153,0.321169884152,50,FlexiBO+RF-Log,0.0306113658298,48.95,50.0,0.382253327799
451,BERT-SQuAD,4.45,0.239471259473,0.402559119624,51,FlexiBO+RF-Log,0.0261342829591,53.4,51.0,0.382253327799
452,BERT-SQuAD,0.0,0.325790373245,0.296354606125,52,FlexiBO+RF-Log,0.0117423622334,53.4,52.0,0.382253327799
453,BERT-SQuAD,0.0,0.304714363678,0.350806214937,53,FlexiBO+RF-Log,0.00957944251088,53.4,53.0,0.382253327799
454,BERT-SQuAD,0.0,0.28882989573,0.370938155941,54,FlexiBO+RF-Log,0.0162299513899,53.4,54.0,0.382253327799
455,BERT-SQuAD,0.0,0.241004990952,0.335032711319,55,FlexiBO+RF-Log,0.0182135982374,53.4,55.0,0.382253327799
456,BERT-SQuAD,0.0,0.358396723894,0.292720743099,56,FlexiBO+RF-Log,0.00686058816256,53.4,56.0,0.382253327799
457,BERT-SQuAD,0.0,0.284589734805,0.265998667868,57,FlexiBO+RF-Log,0.0331338395743,53.4,57.0,0.382253327799
458,BERT-SQuAD,0.0,0.246676598298,0.376963581803,58,FlexiBO+RF-Log,0.0295578285281,53.4,58.0,0.382253327799
459,BERT-SQuAD,0.0,0.288017248005,0.391307473319,59,FlexiBO+RF-Log,0.00496460205522,53.4,59.0,0.382253327799
460,BERT-SQuAD,0.0,0.247757182199,0.299157942993,60,FlexiBO+RF-Log,0.0215926788731,53.4,60.0,0.382253327799
461,BERT-SQuAD,4.45,0.238129716516,0.258829364015,61,FlexiBO+RF-Log,0.0337527379117,57.85,61.0,0.382253327799
462,BERT-SQuAD,4.45,0.312013451606,0.348873614991,62,FlexiBO+RF-Log,0.0481293308851,62.3,62.0,0.382253327799
463,BERT-SQuAD,4.45,0.281285879105,0.328553326086,63,FlexiBO+RF-Log,0.0494852004733,66.75,63.0,0.382253327799
464,BERT-SQuAD,4.45,0.291086649569,0.261954957862,64,FlexiBO+RF-Log,0.0342526824786,71.2,64.0,0.382253327799
465,BERT-SQuAD,0.0,0.226129083275,0.358591763678,65,FlexiBO+RF-Log,0.0439942573132,71.2,65.0,0.382253327799
466,BERT-SQuAD,0.0,0.220324828025,0.273960659931,66,FlexiBO+RF-Log,0.0138129938792,71.2,66.0,0.381925083385
467,BERT-SQuAD,0.0,0.401427345111,0.253613701274,67,FlexiBO+RF-Log,0.00674389844019,71.2,67.0,0.377419544991
468,BERT-SQuAD,0.0,0.280060231475,0.320633222705,68,FlexiBO+RF-Log,0.0490510263398,71.2,68.0,0.377419544991
469,BERT-SQuAD,0.0,0.152149356831,0.277014926949,69,FlexiBO+RF-Log,0.0188925146599,71.2,69.0,0.377419544991
470,BERT-SQuAD,0.0,0.352974594373,0.434545135596,70,FlexiBO+RF-Log,0.0305758699817,71.2,70.0,0.32812969697
471,BERT-SQuAD,4.45,0.308973792896,0.300702242189,71,FlexiBO+RF-Log,0.0050985039092,75.65,71.0,0.32812969697
472,BERT-SQuAD,4.45,0.314001076477,0.379625018527,72,FlexiBO+RF-Log,0.047242169177,80.1,72.0,0.32812969697
473,BERT-SQuAD,0.0,0.348135631038,0.332201481596,73,FlexiBO+RF-Log,0.00435943695203,80.1,73.0,0.32812969697
474,BERT-SQuAD,4.45,0.261588875672,0.341099042811,74,FlexiBO+RF-Log,0.0146370531264,84.55,74.0,0.32812969697
475,BERT-SQuAD,0.0,0.281690152955,0.28436279771,75,FlexiBO+RF-Log,0.0345472835017,84.55,75.0,0.32812969697
476,BERT-SQuAD,4.45,0.324264656804,0.282748222982,76,FlexiBO+RF-Log,0.0325033575012,89.0,76.0,0.32812969697
477,BERT-SQuAD,0.0,0.270535759898,0.300161062893,77,FlexiBO+RF-Log,0.0402746509221,89.0,77.0,0.32812969697
478,BERT-SQuAD,0.0,0.225367271535,0.310183699883,78,FlexiBO+RF-Log,0.0218253494644,89.0,78.0,0.32812969697
479,BERT-SQuAD,4.45,0.31714363138,0.341963797763,79,FlexiBO+RF-Log,0.00182974334743,93.45,79.0,0.32812969697
480,BERT-SQuAD,4.45,0.246389849391,0.295385788407,80,FlexiBO+RF-Log,0.0164636563981,97.9,80.0,0.32812969697
481,BERT-SQuAD,0.0,0.288162496746,0.276350680812,81,FlexiBO+RF-Log,0.0278174437211,97.9,81.0,0.32812969697
482,BERT-SQuAD,0.0,0.277367019671,0.332189277855,82,FlexiBO+RF-Log,0.0433358662677,97.9,82.0,0.32812969697
483,BERT-SQuAD,0.0,0.2655265906,0.338496671486,83,FlexiBO+RF-Log,0.014448704241,97.9,83.0,0.32812969697
484,BERT-SQuAD,4.45,0.3821831057,0.352107945528,84,FlexiBO+RF-Log,0.021953393208,102.35,84.0,0.32812969697
485,BERT-SQuAD,0.0,0.238683366806,0.266638763427,85,FlexiBO+RF-Log,0.0362349796458,102.35,85.0,0.32812969697
486,BERT-SQuAD,0.0,0.285788466743,0.348408207096,86,FlexiBO+RF-Log,0.0283642879682,102.35,86.0,0.32812969697
487,BERT-SQuAD,0.0,0.238153329403,0.270318626868,87,FlexiBO+RF-Log,0.0210706377699,102.35,87.0,0.32812969697
488,BERT-SQuAD,0.0,0.252045459672,0.308313967324,88,FlexiBO+RF-Log,0.0221309044043,102.35,88.0,0.32812969697
489,BERT-SQuAD,0.0,0.237638994018,0.269447530813,89,FlexiBO+RF-Log,0.0020979830419,102.35,89.0,0.32812969697
490,BERT-SQuAD,0.0,0.264691607459,0.375491234051,90,FlexiBO+RF-Log,0.0252383557936,102.35,90.0,0.32812969697
491,BERT-SQuAD,0.0,0.244154269064,0.269780527998,91,FlexiBO+RF-Log,0.0188606052153,102.35,91.0,0.32812969697
492,BERT-SQuAD,4.45,0.246540708172,0.370050268313,92,FlexiBO+RF-Log,0.00954056043443,106.8,92.0,0.32812969697
493,BERT-SQuAD,0.0,0.265929061626,0.259952812828,93,FlexiBO+RF-Log,0.0341754539338,106.8,93.0,0.32812969697
494,BERT-SQuAD,0.0,0.2753622469,0.218504391507,94,FlexiBO+RF-Log,0.0307077888063,106.8,94.0,0.32812969697
495,BERT-SQuAD,0.0,0.306944218665,0.32385395594,95,FlexiBO+RF-Log,0.0279202967077,106.8,95.0,0.327390930663
496,BERT-SQuAD,0.0,0.273366609652,0.300661586315,96,FlexiBO+RF-Log,0.0220477787572,106.8,96.0,0.327390930663
497,BERT-SQuAD,0.0,0.279223971147,0.378171109217,97,FlexiBO+RF-Log,0.0228091815881,106.8,97.0,0.327390930663
498,BERT-SQuAD,0.0,0.355081887618,0.284910674981,98,FlexiBO+RF-Log,0.0432155681068,106.8,98.0,0.327390930663
499,BERT-SQuAD,0.0,0.251839677705,0.29452647281,99,FlexiBO+RF-Log,0.0464358504186,106.8,99.0,0.327390930663
500,BERT-SQuAD,4.45,0.266821755702,0.279800899456,100,FlexiBO+RF-Log,0.0373863969294,111.25,100.0,0.327390930663
501,BERT-SQuAD,0.0,0.251983357737,0.262634927936,101,FlexiBO+RF-Log,0.0153966318709,111.25,101.0,0.327390930663
502,BERT-SQuAD,0.0,0.244785374071,0.309244231273,102,FlexiBO+RF-Log,0.0348105123018,111.25,102.0,0.327390930663
503,BERT-SQuAD,4.45,0.327832574551,0.310991208479,103,FlexiBO+RF-Log,0.0315213950477,115.7,103.0,0.327390930663
504,BERT-SQuAD,0.0,0.30024220956,0.297171043318,104,FlexiBO+RF-Log,0.000934809314841,115.7,104.0,0.327390930663
505,BERT-SQuAD,0.0,0.340120235083,0.343430002295,105,FlexiBO+RF-Log,0.0396983452617,115.7,105.0,0.327390930663
506,BERT-SQuAD,4.45,0.403515750935,0.25189244982,106,FlexiBO+RF-Log,0.0347525666315,120.15,106.0,0.327390930663
507,BERT-SQuAD,0.0,0.255749304215,0.307976303794,107,FlexiBO+RF-Log,0.0292089149316,120.15,107.0,0.327390930663
508,BERT-SQuAD,4.45,0.372221312627,0.358217283042,108,FlexiBO+RF-Log,0.0401404478395,124.6,108.0,0.327390930663
509,BERT-SQuAD,0.0,0.289161708203,0.341972125145,109,FlexiBO+RF-Log,0.0136891532348,124.6,109.0,0.327390930663
510,BERT-SQuAD,0.0,0.372996576002,0.30699521852,110,FlexiBO+RF-Log,0.023078459513,124.6,110.0,0.327390930663
511,BERT-SQuAD,0.0,0.228869707332,0.362180002246,111,FlexiBO+RF-Log,0.0297471491256,124.6,111.0,0.327390930663
512,BERT-SQuAD,0.0,0.261377093841,0.297204328439,112,FlexiBO+RF-Log,0.0329410850841,124.6,112.0,0.327390930663
513,BERT-SQuAD,4.45,0.286289090442,0.286376314072,113,FlexiBO+RF-Log,0.0375158273982,129.05,113.0,0.327390930663
514,BERT-SQuAD,4.45,0.254264465991,0.328594150386,114,FlexiBO+RF-Log,0.00856137842099,133.5,114.0,0.327390930663
515,BERT-SQuAD,0.0,0.291210531956,0.274689085024,115,FlexiBO+RF-Log,0.0401551149775,133.5,115.0,0.327390930663
516,BERT-SQuAD,0.0,0.265476048203,0.263578319517,116,FlexiBO+RF-Log,0.0435644222625,133.5,116.0,0.327390930663
517,BERT-SQuAD,0.0,0.269071195705,0.373086088556,117,FlexiBO+RF-Log,0.0229117987944,133.5,117.0,0.327390930663
518,BERT-SQuAD,4.45,0.349410188339,0.252084374105,118,FlexiBO+RF-Log,0.0497056562103,137.95,118.0,0.327390930663
519,BERT-SQuAD,4.45,0.27869846713,0.357505066026,119,FlexiBO+RF-Log,0.0279370139968,142.4,119.0,0.327390930663
520,BERT-SQuAD,0.0,0.250773411695,0.260641756924,120,FlexiBO+RF-Log,0.0336988150196,142.4,120.0,0.327390930663
521,BERT-SQuAD,0.0,0.23646372741,0.300792861904,121,FlexiBO+RF-Log,0.0113069978691,142.4,121.0,0.327390930663
522,BERT-SQuAD,0.0,0.372312316181,0.364011920474,122,FlexiBO+RF-Log,0.00494179372242,142.4,122.0,0.327390930663
523,BERT-SQuAD,4.45,0.284909502177,0.374781279915,123,FlexiBO+RF-Log,0.0427120678051,146.85,123.0,0.327390930663
524,BERT-SQuAD,0.0,0.363262747075,0.322852827022,124,FlexiBO+RF-Log,0.0218059963443,146.85,124.0,0.327390930663
525,BERT-SQuAD,0.0,0.249018698565,0.286556480778,125,FlexiBO+RF-Log,0.0106952951715,146.85,125.0,0.327390930663
526,BERT-SQuAD,0.0,0.372163892555,0.393034328884,126,FlexiBO+RF-Log,0.0169197567993,146.85,126.0,0.327390930663
527,BERT-SQuAD,0.0,0.285066336076,0.285192175282,127,FlexiBO+RF-Log,0.00598732053177,146.85,127.0,0.327390930663
528,BERT-SQuAD,4.45,0.296467617439,0.335168965259,128,FlexiBO+RF-Log,0.00781847763639,151.3,128.0,0.327390930663
529,BERT-SQuAD,0.0,0.310183882412,0.29428556716,129,FlexiBO+RF-Log,0.0449807883445,151.3,129.0,0.327390930663
530,BERT-SQuAD,0.0,0.272624082584,0.305994046076,130,FlexiBO+RF-Log,0.0133025860847,151.3,130.0,0.327390930663
531,BERT-SQuAD,0.0,0.386484577388,0.260207381772,131,FlexiBO+RF-Log,0.0291777770137,151.3,131.0,0.327390930663
532,BERT-SQuAD,0.0,0.144527885252,0.284482974863,132,FlexiBO+RF-Log,0.0175316270594,151.3,132.0,0.327390930663
533,BERT-SQuAD,0.0,0.269987449248,0.319440394925,133,FlexiBO+RF-Log,0.00983914060322,151.3,133.0,0.321937637992
534,BERT-SQuAD,0.0,0.190890428583,0.276734614295,134,FlexiBO+RF-Log,0.0233941365526,151.3,134.0,0.321937637992
535,BERT-SQuAD,4.45,0.278569533108,0.255339831238,135,FlexiBO+RF-Log,0.0150378663459,155.75,135.0,0.321929387157
536,BERT-SQuAD,0.0,0.281682754821,0.261506095516,136,FlexiBO+RF-Log,0.0143159711231,155.75,136.0,0.321929387157
537,BERT-SQuAD,0.0,0.359632766224,0.327677591021,137,FlexiBO+RF-Log,0.00792203505665,155.75,137.0,0.321929387157
538,BERT-SQuAD,0.0,0.338023982526,0.405115514286,138,FlexiBO+RF-Log,0.00344161715512,155.75,138.0,0.321929387157
539,BERT-SQuAD,4.45,0.251887272627,0.227751735302,139,FlexiBO+RF-Log,0.00878658282284,160.2,139.0,0.321929387157
540,BERT-SQuAD,4.45,0.325702670036,0.308162812449,140,FlexiBO+RF-Log,0.0253412181234,164.65,140.0,0.321388656102
541,BERT-SQuAD,0.0,0.270504262546,0.412692743844,141,FlexiBO+RF-Log,0.0229417430645,164.65,141.0,0.321388656102
542,BERT-SQuAD,0.0,0.231915654191,0.23977554643,142,FlexiBO+RF-Log,0.0441625405159,164.65,142.0,0.321388656102
543,BERT-SQuAD,0.0,0.351478271712,0.274067269416,143,FlexiBO+RF-Log,0.00922752844383,164.65,143.0,0.321060606237
544,BERT-SQuAD,0.0,0.274071824325,0.342633609364,144,FlexiBO+RF-Log,0.0134169057828,164.65,144.0,0.321060606237
545,BERT-SQuAD,0.0,0.24422849372,0.266917926177,145,FlexiBO+RF-Log,0.0116115598066,164.65,145.0,0.321060606237
546,BERT-SQuAD,0.0,0.231978322979,0.278498372532,146,FlexiBO+RF-Log,0.034455758728,164.65,146.0,0.321060606237
547,BERT-SQuAD,0.0,0.308038464866,0.290165536388,147,FlexiBO+RF-Log,0.00510395293877,164.65,147.0,0.321060606237
548,BERT-SQuAD,0.0,0.283057613635,0.254772738445,148,FlexiBO+RF-Log,0.047283760578,164.65,148.0,0.321060606237
549,BERT-SQuAD,4.45,0.261051758842,0.226390239878,149,FlexiBO+RF-Log,0.0407697752576,169.1,149.0,0.321060606237
550,BERT-SQuAD,4.45,0.27302974762,0.328154301392,150,FlexiBO+RF-Log,0.00432186287303,173.55,150.0,0.321041122573
551,BERT-SQuAD,0.0,0.242282489921,0.349659957329,151,FlexiBO+RF-Log,0.0169557206208,173.55,151.0,0.321041122573
552,BERT-SQuAD,0.0,0.25419874571,0.352520599007,152,FlexiBO+RF-Log,0.0160028150771,173.55,152.0,0.321041122573
553,BERT-SQuAD,0.0,0.238503375937,0.293485360305,153,FlexiBO+RF-Log,0.0444712497707,173.55,153.0,0.321041122573
554,BERT-SQuAD,0.0,0.266536716153,0.346575351625,154,FlexiBO+RF-Log,0.0411391610538,173.55,154.0,0.321041122573
555,BERT-SQuAD,0.0,0.257012139725,0.336371140766,155,FlexiBO+RF-Log,0.00410313630954,173.55,155.0,0.321041122573
556,BERT-SQuAD,0.0,0.303943667099,0.266677971846,156,FlexiBO+RF-Log,0.0247420325433,173.55,156.0,0.321041122573
557,BERT-SQuAD,0.0,0.314916596379,0.326507314101,157,FlexiBO+RF-Log,0.0138622789882,173.55,157.0,0.321041122573
558,BERT-SQuAD,0.0,0.354131922307,0.278100500434,158,FlexiBO+RF-Log,0.0424460776861,173.55,158.0,0.321041122573
559,BERT-SQuAD,0.0,0.335500041394,0.304712294394,159,FlexiBO+RF-Log,0.0211736162511,173.55,159.0,0.321041122573
560,BERT-SQuAD,0.0,0.306220440747,0.335020910699,160,FlexiBO+RF-Log,0.00710370033047,173.55,160.0,0.321041122573
561,BERT-SQuAD,0.0,0.226217092382,0.305453768942,161,FlexiBO+RF-Log,0.0375725225242,173.55,161.0,0.321041122573
562,BERT-SQuAD,0.0,0.267699618121,0.282588782411,162,FlexiBO+RF-Log,0.0234958243531,173.55,162.0,0.321041122573
563,BERT-SQuAD,0.0,0.306866230374,0.307258374205,163,FlexiBO+RF-Log,0.0397106670099,173.55,163.0,0.321041122573
564,BERT-SQuAD,0.0,0.407896804433,0.385697328665,164,FlexiBO+RF-Log,0.0414334239192,173.55,164.0,0.321041122573
565,BERT-SQuAD,0.0,0.286539744027,0.303609635155,165,FlexiBO+RF-Log,0.00793061609948,173.55,165.0,0.321041122573
566,BERT-SQuAD,0.0,0.323675188227,0.31038602057,166,FlexiBO+RF-Log,0.0117281261735,173.55,166.0,0.321041122573
567,BERT-SQuAD,0.0,0.263950305139,0.288857005639,167,FlexiBO+RF-Log,0.0436284159127,173.55,167.0,0.321041122573
568,BERT-SQuAD,0.0,0.276351261824,0.294084458791,168,FlexiBO+RF-Log,0.0298062899345,173.55,168.0,0.321041122573
569,BERT-SQuAD,0.0,0.382986936466,0.387380791157,169,FlexiBO+RF-Log,0.00991127486574,173.55,169.0,0.321041122573
570,BERT-SQuAD,0.0,0.343146231369,0.250593316257,170,FlexiBO+RF-Log,0.00692609811564,173.55,170.0,0.321041122573
571,BERT-SQuAD,0.0,0.246649326397,0.260207972882,171,FlexiBO+RF-Log,0.000888061329298,173.55,171.0,0.321041122573
572,BERT-SQuAD,0.0,0.240259428821,0.288544987605,172,FlexiBO+RF-Log,0.0196672461583,173.55,172.0,0.321041122573
573,BERT-SQuAD,4.45,0.27021066162,0.412152644597,173,FlexiBO+RF-Log,0.026799453733,178.0,173.0,0.321041122573
574,BERT-SQuAD,0.0,0.304185257687,0.310382742195,174,FlexiBO+RF-Log,0.0185653710945,178.0,174.0,0.321041122573
575,BERT-SQuAD,0.0,0.282384787087,0.248489583239,175,FlexiBO+RF-Log,0.00985653292022,178.0,175.0,0.321041122573
576,BERT-SQuAD,0.0,0.246718713392,0.288206136843,176,FlexiBO+RF-Log,0.0377182353086,178.0,176.0,0.321041122573
